268,206,370,293
267,198,373,291
268,188,375,286
269,181,377,282
268,165,377,269
263,145,374,254
267,129,376,236
265,116,374,224
267,101,378,212
268,98,379,206
270,111,382,233
277,143,387,260
282,160,390,270
283,164,393,285
284,186,394,300
286,181,396,295
290,165,402,286
296,145,415,269
309,126,425,251
319,111,430,232
322,90,434,216
326,72,435,199
327,63,439,187
326,67,438,194
330,81,441,202
329,80,439,201
327,81,441,206
327,94,440,220
324,97,438,221
319,89,434,215
318,79,432,206
317,69,431,196
315,61,428,190
313,53,427,181
310,49,425,183
311,72,423,208
310,89,425,225
306,112,418,248
302,130,419,264
307,146,419,275
310,151,421,276
311,147,428,276
319,141,435,271
328,132,446,264
340,124,460,255
353,117,472,246
365,110,482,239
373,100,487,233
376,100,488,227
376,100,488,229
371,104,486,236
361,110,479,245
354,116,471,246
346,113,462,247
339,110,454,244
334,110,448,240
330,103,447,237
327,101,441,233
324,99,438,229
321,95,434,227
320,93,432,224
318,92,430,223
314,89,427,223
312,90,426,224
311,92,424,227
310,100,424,233
309,100,424,233
311,102,424,237
314,107,428,246
315,117,426,254
313,120,428,258
310,128,427,266
306,136,423,275
304,141,419,278
301,141,416,279
295,142,412,279
293,141,408,279
291,136,406,276
289,130,405,270
287,118,403,260
287,104,403,247
285,92,400,235
286,79,403,224
291,72,410,212
301,68,418,205
306,66,419,203
311,61,426,200
317,59,428,197
319,60,428,199
323,63,428,201
318,66,419,206
314,70,411,208
310,70,403,209
307,70,395,211
301,65,385,207
302,56,379,200
301,46,371,188
299,37,365,180
297,35,360,176
298,38,360,179
293,46,362,195
294,72,353,220
285,94,353,242
282,125,346,270
273,141,338,282
269,150,334,292
262,152,329,297
253,157,321,300
252,160,320,306
247,157,312,299
246,152,314,295
239,151,312,292
231,149,311,288
221,146,310,288
217,144,311,287
207,147,307,289
198,148,305,294
187,154,297,298
174,158,290,301
164,162,283,304
154,158,278,301
148,157,274,300
144,155,272,296
142,158,268,297
143,156,272,296
146,155,275,297
149,158,279,301
152,163,285,303
160,163,297,307
171,172,303,314
174,177,305,321
175,186,305,332
174,195,306,342
177,205,304,348
177,209,305,355
174,218,304,361
176,223,302,366
175,223,302,366
175,214,306,361
175,181,300,341
175,150,299,306
173,135,298,287
170,118,296,271
168,101,295,254
168,91,297,240
168,86,293,231
165,87,292,230
166,87,291,232
166,87,291,233
166,85,293,231
170,68,303,223
188,48,322,208
202,43,333,192
215,43,345,187
222,44,352,194
227,48,353,199
229,55,353,205
228,65,356,218
231,77,357,227
231,86,359,234
232,91,359,241
234,95,361,243
233,100,359,245
231,100,358,247
226,103,357,247
211,102,347,249
197,104,330,250
181,103,312,248
174,105,302,249
166,109,296,252
148,112,287,259
141,119,271,266
123,132,255,284
99,151,235,305
80,173,213,325
73,190,202,339
69,203,195,350
67,209,193,355
66,218,193,365
72,222,200,371
81,233,210,378
96,237,233,382
121,240,253,386
135,244,261,389
142,249,266,396
142,254,268,403
143,259,267,408
140,268,265,412
134,271,258,416
130,269,253,415
125,248,250,403
126,221,249,378
127,192,248,347
126,170,250,322
135,162,254,306
142,161,269,302
157,161,284,304
168,164,295,307
177,169,299,312
181,173,302,316
184,173,306,315
186,169,306,311
191,166,316,311
199,170,323,312
208,173,336,315
222,176,346,319
238,178,360,321
249,183,371,324
257,182,381,325
270,188,393,329
278,190,396,334
282,198,401,338
278,200,401,345
263,208,391,352
249,215,377,356
232,222,357,361
222,221,347,364
217,213,339,355
213,204,339,346
208,193,331,339
203,184,326,326
192,176,316,314
183,175,306,312
176,180,297,314
168,182,291,318
165,187,284,321
164,190,282,323
167,191,284,323
168,186,286,322
169,180,290,310
169,175,289,307
174,170,291,299
171,162,289,292
172,160,289,286
174,164,289,287
173,166,288,287
171,165,289,286
171,164,289,285
169,162,287,282
166,158,286,275
168,152,286,269
168,152,290,268
170,158,288,268
171,159,289,271
169,165,289,275
165,172,287,280
154,177,279,284
126,181,261,291
106,190,234,293
97,193,223,298
93,198,217,299
92,199,214,301
94,200,216,299
95,189,218,296
98,161,222,272
102,142,227,254
109,117,234,226
118,90,240,200
121,69,244,174
121,66,244,163
103,61,237,161
81,62,213,156
70,62,194,155
55,63,183,154
51,61,173,153
52,58,174,150
53,52,178,147
57,40,186,139
70,45,196,137
85,38,218,132
102,37,232,128
118,38,249,132
136,44,265,134
150,45,278,138
166,45,289,136
172,45,296,141
183,47,303,143
184,50,303,146
176,51,297,147
172,52,291,151
169,55,288,153
169,55,285,155
170,57,288,157
174,57,291,157
181,55,296,159
190,54,307,159
200,54,323,161
220,53,350,159
249,53,375,155
278,51,409,156
312,48,434,158
334,51,451,158
349,50,467,161
358,52,472,163
368,53,479,164
372,51,480,161
370,51,477,165
366,53,472,165
365,53,468,169
364,55,467,175
